SchCode,Year,CountOfSSN,SumOfFTE,TeachersFullyLicCnt,TeachersProvCredCnt,TeachersEmgcyCredCnt,TeachersRegSum,TeachersHeadCnt,TeachersAdminSum,TeacherSupSum,TeacherSpedSum,TeachersMiscSum,TeachersCounsSum,TeachersLibrSum,TeachersFullyLicPct,TeachersProvCredPct,TeachersEmgcyCredPct,TeachersRegPct,TeachersHeadPct,TeachersAdminPct,TeachersSupPct,TeachersSpedPct,TeachersMiscPct,TeachersCounsPct,TeachersLibrPct,AvgTerm,AvgAge,MasterCnt,DoctorCnt,ClassesTaughtByNotHQT,TotalClassPeriods,ClassesTaughtByHQTPct,ClassesNotTaughtBYHQTPct,TotalTerm,RosterCount,RegularRatio,SPEDRatio,Staff5Years,PrincipalCount,TotalofPeriods,TotofPeriodsNotTaughtbyHQV6Z,ClassNotTaughtbyHQTchrs
"307","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,57,.14652956
"308","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0
"308","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0
"309","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,44,.1964
"309","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,36,.16744186
"310","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,19,.1397
"310","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,43,.27044025
"311","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,.0312
"311","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,.03333333
"312","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,26,.1313
"312","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,22,.12716763
"313","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,.0303
"313","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,.05882353
"314","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,.05
"314","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,.05882353
"315","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0
"315","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0
"317","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,.0833
"317","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0
"318","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,43,.2263
"318","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,24,.13559322
"319","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,.0256
"319","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,.02380952
"320","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,.0526
"320","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0
"321","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0
"321","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0
"322","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2,.0435
"322","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4,.08510638
"323","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0
"323","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"324","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,.125
"324","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,.17647059
"325","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,.0385
"325","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,.03846154
"326","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,.2222
"326","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
"327","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,.0875
"327","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,27,.28723404
"330","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0
"330","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0
"331","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,.04
"331","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,.07142857
"335","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0
"335","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,.03703704
"351","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"351","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,.04545455
"352","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0
"352","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0
"353","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0
"353","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0
"354","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,54,.1414
"354","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,106,.29201102
"355","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,30,.0962
"355","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,11,.03571429
"356","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,13,.0722
"356","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,9,.06870229
"357","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,.0333
"357","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,.05555556
"358","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,.0385
"358","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,.03703704
"359","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0
"359","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0
"360","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,55,.2558
"360","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,28,.13658537
"361","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0
"361","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"363","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0
"363","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0
"365","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,19,.2794
"365","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,6,.10526316
"366","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,25,.3846
"366","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,18,.30508475
"367","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0
"367","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0
"368","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,18,.1125
"368","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,6,.03821656
"369","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0
"369","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0
"370","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,8,.0333
"370","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,19,.08050847
"371","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0
"371","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4,.11428571
"372","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0
"372","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,.04545455
"373","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,14,.1573
"373","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,18,.18367347
"374","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,16,.0976
"374","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,8,.04733728
"375","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,.0278
"375","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0
"376","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,27,.1915
"376","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,34,.21935484
"377","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,14,.2333
"377","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10,.18181818
"378","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11,.3235
"378","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,.12903226
"379","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,.0385
"379","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,.03125
"380","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,.0345
"380","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,.09375
"381","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0
"381","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,.03571429
"382","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,11,.2821
"382","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3,.08823529
"383","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,58,.1779
"383","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,37,.13309353
"384","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,0
"384","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0
"385","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,18,.0845
"385","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,21,.09545455
"386","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0
"386","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0
"387","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0
"387","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0
"388","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,.0714
"388","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,4,.06060606
"389","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,36,.1343
"389","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,22,.088
"390","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,18,.0717
"390","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,3,.01214575
"391","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0
"391","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,.05128205
"392","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,30,.1083
"392","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,23,.08363636
"393","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,18,.1978
"393","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,14,.15730337
"394","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9,.2812
"394","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,30,.26548673
"395","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0
"395","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,.03703704
"396","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5,.0877
"396","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,13,.2826087
"397","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,97,.7886
"397","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,57,.60638298
"398","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,.8
"398","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,.5
"399","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,4,.0548
"399","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,.06896552
"400","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,43,.1344
